belongs_to_collection;genres;id;imdb_id;original_title;overview;poster_path;release_date;runtime;tagline;title;video;vote_average
;[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}];1610;tt0119114;Fever Pitch;A romantic comedy about a man, a woman and a football team. Based on Nick Hornby's best selling autobiographical novel, Fever Pitch. English teacher Paul Ashworth believes his long standing obsession with Arsenal serves him well. But then he meets Sarah. Their relationship develops in tandem with Arsenal's roller coaster fortunes in the football league, both leading to a nail biting climax.;/hGcgSE402Q1PhpfAtTUm3pfzfsK.jpg;04/04/1997;102.0;Life Gets Complicated When You Love One Woman And Worship Eleven Men;Fever Pitch;False;6.1
;[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}];1611;tt0326429;Das Wunder von Bern;The movie deals with the championship-winning German soccer team of 1954. Its story is linked with two others: The family of a young boy is split due to the events in World War II, and the father returns from Russia after eleven years. The second story is about a reporter and his wife reporting from the tournament.;/xPz6pOU2OuYMR9uohCXDWUTM6mW.jpg;15/10/2003;118.0;;The Miracle of Bern;False;6.1
;[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}];1613;tt0227984;The 51st State;Elmo McElroy is a streetwise American master chemist who heads to England to sell his special new formula - a powerful, blue concoction guaranteed to take you to 'the 51st state.' McElroy's new product delivers a feeling 51 times more powerful than any thrill, any pleasure, any high in history. But his plans for a quick, profitable score go comically awry when he gets stuck in Liverpool with an unlikely escort and his ex-girlfriend and becomes entangled in a bizarre web of double-dealing and double-crosses.;/wh7oKqAsNqpNcpFiW6LrH4Z79Ga.jpg;07/12/2001;93.0;Nice Wheels. Dirty Deals. And One Mean Mother In A Kilt.;The 51st State;False;5.9
;[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}];1618;tt0149151;Still Crazy;"In the seventies Strange Fruit were it. They lived the rock lifestyle to the max, groupies, drugs, internal tension and an ex front man dead from an overdose. Even their demise was glamorous; when lightning struck the stage during an outdoor festival. 20 years on and these former rock gods they have now sunk deep into obscurity when the idea of a reunion tour is lodged in the head of Tony, former keyboard player of the Fruits. Tony sets out to find his former bandmates with the help of former manager Karen to see if they can recapture the magic and give themselves a second chance.";/xCIPFFTSr84SxiU8BaEmpVxDCNZ.jpg;30/10/1998;92.0;"They were ""Strange Fruit"". Some called them the greatest rock band of the '70s. They haven't played together for 20 years. No wonder they're worried about their performance.";Still Crazy;False;7.1
;[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}];1619;tt0202677;The Way of the Gun;"Parker and Longbaugh are a pair of low-level petty criminals, living off the grid and funding their existence through unconventional and often illegal means. Wanting to move past petty crime, they vow to get the proverbial ""big score.";/zLMZxrVeepvtAbL3iUGexAtznmT.jpg;08/09/2000;119.0;;The Way of the Gun;False;6.4
{'id': 390096, 'name': 'Hitman Collection', 'poster_path': '/3wYKmCgRmpHQsJAbfGM0axs3gos.jpg', 'backdrop_path': '/weBIyv0mOydPd0GYJl9iDR3RscM.jpg'};[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}];1620;tt0465494;Hitman;"The best-selling videogame, Hitman, roars to life with both barrels blazing in this hardcore action-thriller starring Timothy Olyphant. A genetically engineered assassin with deadly aim, known only as ""Agent 47"" eliminates strategic targets for a top-secret organization. But when he's double-crossed, the hunter becomes the prey as 47 finds himself in a life-or-death game of international intrigue.";/1U2FpMotSyaciATw5qfEsKdgpX4.jpg;21/11/2007;89.0;Assassin 47;Hitman;False;5.9
;[{'id': 35, 'name': 'Comedy'}];1621;tt0086465;Trading Places;A snobbish investor and a wily street con-artist find their positions reversed as part of a bet by two callous millionaires.;/6HS7QG5aR0tZ9JHORs7DMtyqCDr.jpg;07/06/1983;116.0;Some very funny business.;Trading Places;False;7.1
;[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}];1622;tt0415932;Lemming;After the death of his boss's wife, a young engineer faces the sudden psychological metamorphosis of his own wife, seemingly possessed by the soul of the deceased...;/jXtPFxuVAEjjbagAnXoIDU9gKdO.jpg;11/05/2005;130.0;;Lemming;False;6.9
;[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}];1623;tt0080474;Brubaker;The new warden of a small prison farm in Arkansas tries to clean it up of corruption after initially posing as an inmate.;/7k60xwE3T6MqqpHPfeqt0emHWGt.jpg;20/06/1980;125.0;One man against a cruel system.;Brubaker;False;7.1
;[{'id': 35, 'name': 'Comedy'}];1624;tt0119528;Liar Liar;Fletcher Reede is a fast-talking attorney and habitual liar. When his son Max blows out the candles on his fifth birthday he has just one wish - that his dad will stop lying for 24 hours. When Max's wish comes true, Fletcher discovers that his mouth has suddenly become his biggest liability.;/qd8VcWKrE4cNfInl9Osb8o8h9KP.jpg;21/03/1997;86.0;Trust me.;Liar Liar;False;6.4
;[{'id': 18, 'name': 'Drama'}];1626;tt0056663;Vivre sa vie: film en douze tableaux;Twelve episodic tales in the life of a Parisian woman and her slow descent into prostitution.;/baz1c9dzsf5uhNuUYhXy7eudNJd.jpg;20/09/1962;85.0;The many faces of a woman trying to find herself in a world of men.;Vivre Sa Vie;False;7.6
;[{'id': 18, 'name': 'Drama'}];1627;tt0064285;L'Enfant sauvage;"Director François Truffaut makes a rare on-screen appearance in one of his most unusual films. Based on a true story, the film follows the discovery of a feral child (Jean-Pierre Cargol) who's grown up wild in the forest in late-18th-century France. Truffaut plays Dr. Jean Itard, the deaf specialist who tries to civilize the boy, teaching him to walk, speak and read; the screenplay was adapted from Itard's writings.";/e2YaW0uTaP8s1YRORn4mKroNKQD.jpg;26/02/1970;83.0;At last an adult film to which you can take your children.;The Wild Child;False;7.3
;[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}];1628;tt0055032;Jules et Jim;In Paris, before WWI, two friends, Jules (Austrian) and Jim (French) fall in love with the same woman, Catherine. But Catherine loves and marries Jules. After the war, when they meet again in Germany, Catherine starts to love Jim... This is the story of three people in love, a love which does not affect their friendship, and about how their relationship evolves with the years.;/x4DeQiDAfPG3IMe1jKUcn8l9rUV.jpg;23/01/1962;105.0;A Hymn to Life and Love;Jules and Jim;False;7.6
;[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}];1629;tt0061473;La chinoise;A small group of French students are studying Mao, trying to find out their position in the world and how to change the world to a Maoistic community using terrorism.;/j9RwOcVFgPD3L9ktoUOYuejquJa.jpg;30/08/1967;96.0;;La Chinoise;False;7.4
;[{'id': 18, 'name': 'Drama'}];1630;tt0117318;The People vs. Larry Flynt;Larry Flynt is the hedonistically obnoxious, but indomitable, publisher of Hustler magazine. The film recounts his struggle to make an honest living publishing his girlie magazine and how it changes into a battle to protect the freedom of speech for all people.;/9F1eO4vH7yseGQEovIkXOm3Hrtq.jpg;12/10/1996;129.0;You may not like what he does, but are you prepared to give up his right to do it?;The People vs. Larry Flynt;False;6.8
;[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}];1632;tt0095647;Mississippi Burning;Two FBI agents investigating the murder of civil rights workers during the 60s seek to breach the conspiracy of silence in a small Southern town where segregation divides black and white. The younger agent trained in FBI school runs up against the small town ways of his, former Sheriff, partner.;/uSukdUQwx0l4rRuMXNqugR1tu4n.jpg;08/12/1988;128.0;1964. When America was at war with itself.;Mississippi Burning;False;7.4
;[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}];1633;tt0101921;Fried Green Tomatoes;Amidst her own personality crisis, southern housewife Evelyn Couch meets Ninny, an outgoing old woman who tells her the story of Idgie Threadgoode and Ruth Jamison, two young women who experienced hardships and love in Whistle Stop, Alabama in the 1920s.;/3hSjDfJcaicSLyivGzm1xMaoQ6Y.jpg;27/12/1991;130.0;The secret of life? The secret's in the sauce.;Fried Green Tomatoes;False;7.6
{'id': 9328, 'name': 'Free Willy Collection', 'poster_path': '/3M2Q9ZDTyFBfi3ohz2gizFmnoL0.jpg', 'backdrop_path': '/aef15QAJ8Kxbh8W5zXqJb1f9Vhw.jpg'};[{'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}];1634;tt0106965;Free Willy;When maladjusted orphan Jesse vandalizes a theme park, he is placed with foster parents and must work at the park to make amends. There he meets Willy, a young Orca whale who has been separated from his family. Sensing kinship, they form a bond and, with the help of kindly whale trainer Rae Lindley, develop a routine of tricks. However, greedy park owner Dial soon catches wind of the duo and makes plans to profit from them.;/vIjiTSNA52VGGP9eeegNaMKXNhf.jpg;16/07/1993;112.0;How far would you go for a friend?;Free Willy;False;6.0
;[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}];1635;tt0399201;The Island;"In 2019, Lincoln Six-Echo is a resident of a seemingly ""Utopian"" but contained facility. Like all of the inhabitants of this carefully-controlled environment, Lincoln hopes to be chosen to go to The Island — reportedly the last uncontaminated location on the planet. But Lincoln soon discovers that everything about his existence is a lie.";/erprD7GIkvZz2KM4Z35eyTJKZMI.jpg;20/07/2005;136.0;Your time will come...;The Island;False;6.5
;[{'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}];1636;tt0230030;Bedazzled;Elliot Richardson, suicidal techno geek, is given seven wishes to turn his life around when he meets up with a very seductive Satan. The catch: his soul. Some of his wishes include a 7 foot basketball star, a rock star, and a hamburger. But, as could be expected, the Devil must put her own little twist on each his fantasies.;/bgDOE1eyvi786a8vKV8rDwrAH6U.jpg;19/10/2000;93.0;Meet the Devil. She's giving Elliott seven wishes. But not a chance in Hell.;Bedazzled;False;5.6
{'id': 43064, 'name': 'Speed Collection', 'poster_path': '/9poztwq7SXjEETRdWXcJsl58kxV.jpg', 'backdrop_path': '/75mSNcKIkfZSjXDgytC8UFe6vBl.jpg'};[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}];1637;tt0111257;Speed;Los Angeles SWAT cop Jack Traven is up against bomb expert Howard Payne, who's after major ransom money. First it's a rigged elevator in a very tall building. Then it's a rigged bus--if it slows, it will blow, bad enough any day, but a nightmare in LA traffic. And that's still not the end.;/bDLiyoxdK8mZHaeYVOxMZj7WGkb.jpg;09/06/1994;116.0;Get ready for rush hour;Speed;False;6.8
{'id': 43064, 'name': 'Speed Collection', 'poster_path': '/9poztwq7SXjEETRdWXcJsl58kxV.jpg', 'backdrop_path': '/75mSNcKIkfZSjXDgytC8UFe6vBl.jpg'};[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}];1639;tt0120179;Speed 2: Cruise Control;Sandra Bullock and Jason Patric star as a young couple whose dream cruise turns to terror when a lunatic computer genius (Willem Dafoe) sets a new course for destruction.;/iHktqeAGoJpENiiuXfsXaHmhr7D.jpg;13/06/1997;121.0;As the stakes get higher, the ride gets even faster.;Speed 2: Cruise Control;False;4.1
;[{'id': 18, 'name': 'Drama'}];1640;tt0375679;Crash;Los Angeles citizens with vastly separate lives collide in interweaving stories of race, loss and redemption.;/pG8LL4LYMCr5uikhx9rewrW8352.jpg;13/01/2004;112.0;You think you know who you are. You have no idea.;Crash;False;7.2
;[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}];1641;tt0141098;Forces of Nature;Ben Holmes, a professional book-jacket blurbologist, is trying to get to Savannah for his wedding. He just barely catches the last plane, but a seagull flies into the engine as the plane is taking off. All later flights are cancelled because of an approaching hurricane, so he is forced to hitch a ride in a Geo Metro with an attractive but eccentric woman named Sara.;/g1w3I72XTZ604Luhv8MEpTLLoU7.jpg;12/03/1999;105.0;He went from the eye of the storm, into the arms of a hurricane.;Forces of Nature;False;5.1
{'id': 328073, 'name': 'Síť (kolekce)', 'poster_path': '/k8HvmCUbKHBbTJoe7hJQapQd5Uy.jpg', 'backdrop_path': '/5j4HxayNgcAgGStNKqPxM0QNC7V.jpg'};[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}];1642;tt0113957;The Net;Angela Bennett is a freelance software engineer who lives in a world of computer technology. When a cyber friend asks Bennett to debug a new game, she inadvertently becomes involved in a conspiracy that will soon turn her life upside down. While on vacation in Mexico, her purse is stolen. She soon finds that people and events may not be what they seem as she becomes the target of an assassination. Her vacation is ruined.  She gets a new passport at the U.S. Embassy in Mexico but it has the wrong name, Ruth Marx. When she returns to the U.S. to sort things out, she discovers that Ruth Marx has an unsavory past and a lengthy  police record. To make matters worse, another person has assumed her real identity ...;/gKDNaAFzT21cSVeKQop7d1uhoSp.jpg;28/07/1995;114.0;No driver's license, no credit cards, no passport, no access to her bank accounts in a foreign country ... She finds her identity stolen.;The Net;False;5.6
;[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}];1643;tt0070849;Ultimo tango a Parigi;A young Parisian woman begins a sordid affair with a middle-aged American businessman whom lays out ground rules that their clandestine relationship will be based only on sex.;/6ppSHkDe7CoxyvFEc6JILuKnAu0.jpg;14/10/1972;129.0;Bernardo Bertolucci's Landmark Film;Last Tango in Paris;False;7.1
;[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}];1644;tt0108473;The Vanishing;A young woman (Sandra Bullock) mysteriously disappears, sending her boyfriend Jeff (Kiefer Sutherland) on a years-long quest to find her. Not even a new love (Nancy Travis) can keep him from his obsessive search. All the while, the calculating psychopath (Jeff Bridges) who kidnapped his girlfriend stalks Jeff, ultimately taking him through the exact same steps that led to the crime. In order to find out what happened, Jeff must put his own life in the hands of this devious stranger.;/7RgHejzJKEv94LGHQzhQGk4vwzb.jpg;05/02/1993;109.0;If someone you loved mysteriously vanished how far out of your mind would you go to find them?;The Vanishing;False;5.9
